Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ImportedPrice,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh,EUR/kWh
01-Aug 18:00:00,157.37057941179864,107.71393836156393,184.12712004433934,172.349814908466,27.301616513160845,-14.979235496667343,10.22845842485351,8.595464439890673,0.0,3174.915447464168,136.1492579635327,26.566155367616922,88.10043100191285,-21.5599389769074,0.0,0.0,49.441072876785235,0.0,0.0,6.057263746491795,0.0,2890.1612054847346,133.53915389071784,0.0,0.0,0.0,0.0,0.0,3279.0417532951424,14958.562327466452,6035.66380488916,6035.66380488916,0.0,6169.202958779877,6035.663804889159,133.53915389071784,4.547473508864641E-13,1.693418628364104,0.25,0.07,
01-Aug 19:00:00,47.471756424954755,38.49399521589708,82.07987476498046,58.829721368095186,26.228704489059062,-11.35796494314043,3.268850417448047,4.892862130884964,0.0,1047.8144223926815,128.1683059272268,4.097499173022387,11.877889509794258,-6.573698188003178,1.7763568394002505E-15,0.0,27.17763604888107,0.0,0.0,0.6126653450714736,0.0,882.4541245766889,129.51419438665965,0.0,0.0,0.0,0.0,0.0,4962.053941635826,9996.508385830626,5714.9938718258545,5714.9938718258545,0.0,5844.508066212515,5714.9938718258545,129.51419438665988,0.0,4.697524900308807,0.25,0.07,
01-Aug 20:00:00,0.4165346426801749,0.4165346426801749,0.0,0.0,24.703138943033917,0.4165346426801749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.44598927154026,0.0,0.0,0.0,0.0,0.0,4870.4233885104295,5126.0849973201975,4762.977399238889,4762.977399238889,0.0,4870.423388510429,4762.977399238888,107.44598927154026,9.094947017729282E-13,Infinity,0.25,0.07,
01-Aug 21:00:00,0.0,0.0,0.0,0.0,22.811782044858305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.38311032295186,0.0,0.0,0.0,0.0,0.0,3361.741100621318,1764.3438966988801,3276.3579902983656,3276.3579902983656,0.0,3733.9912645246623,3276.3579902983656,457.6332742262965,0.0,Infinity,0.25,0.07,
01-Aug 22:00:00,0.0,0.0,0.0,0.0,20.6320460901454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.40075033251621,0.0,0.0,0.0,0.0,0.0,1623.4744628368096,140.86943386207065,1582.0737125042933,1582.0737125042933,0.0,3246.948925673619,1582.0737125042933,1664.875213169326,0.0,Infinity,0.25,0.07,
01-Aug 23:00:00,0.0,0.0,0.0,0.0,18.4523101354325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.818764338697413,0.0,0.0,0.0,0.0,0.0,140.86943386207065,0.0,124.05066952337324,124.05066952337324,0.0,1785.8219091204905,124.05066952337324,1661.7712395971173,0.0,Infinity,0.25,0.07,
02-Aug 00:00:00,0.0,0.0,0.0,0.0,13.175979681560635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
02-Aug 01:00:00,0.0,0.0,0.0,0.0,12.272065356237183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
02-Aug 02:00:00,0.0,0.0,0.0,0.0,11.368151030913733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
02-Aug 03:00:00,0.0,0.0,0.0,0.0,10.464236705590283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
02-Aug 04:00:00,0.0,0.0,0.0,0.0,9.560322380266832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.5168016878524,0.0,2110.5168016878524,0.0,0.0,0.25,0.07,
02-Aug 05:00:00,17.25090867723881,17.25090867723881,0.0,16.53908280688264,9.586581842036937,0.7118258703561722,0.38546845575266653,0.6343441988003695,0.0,320.9385067501762,96.4058091496573,0.0,-11.417076257166952,-1.6324589157278135,0.0,0.0,18.2885850939774,0.0,0.0,0.034706936915009916,0.0,219.2589407425213,30.17587237856234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.08306836395906,189.08306836395906,0.0,2678.7328636807365,189.083068363959,2489.6497953167773,7.105427357601002E-14,0.5528296568106742,0.25,0.07,
02-Aug 06:00:00,112.7537056942,68.75583951688382,216.10658584463718,94.02868155102324,10.526540863085629,18.725024143176753,2.2561226291859766,8.370350894886585,0.0,1724.75766199734,134.04202513255441,0.46553730181589614,-62.191488865622205,-12.16224509286185,1.4210854715202004E-14,0.0,30.80890938034584,0.0,0.0,2.1383555373861665,0.0,1631.6565686037218,69.9796764574385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.676892146283,1561.676892146283,0.0,3490.4700950991405,1561.676892146283,1928.7932029528574,0.0,0.8031209424852679,0.25,0.07,
02-Aug 07:00:00,231.50160236084344,129.4366622383818,280.29530019582205,203.80098522026694,12.347682556483196,27.700617140576497,2.8617099120475866,17.912514022393818,0.0,3784.9934233908716,129.9791560395357,0.0,-73.50652454810927,-27.592133517129923,1.4210854715202004E-14,0.0,49.56965628212186,0.0,0.0,9.899966525263228,0.0,3696.64330260919,89.59971372685791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3607.0435888823317,3607.0435888823317,0.0,4383.381049659385,3607.0435888823317,776.3374607770533,0.0,0.8558452106164959,0.25,0.07,
02-Aug 08:00:00,355.47988916734624,198.5668086358608,304.1702854704276,330.92138103046926,14.072125420860862,24.55850813687698,4.546444760293754,17.020587079134838,0.0,6397.447941270721,96.42459943135307,2.842170943040401E-14,-7.06024469989973,-46.85252926932068,1.4210854715202004E-14,0.0,61.07968396317747,0.0,0.0,28.316128032265944,0.0,6265.540303813146,111.36837372435369,0.0,0.0,0.0,0.0,1202.5748184365598,0.0,1202.5748184365598,4951.59711165227,4951.59711165227,0.0,4951.59711165227,4951.59711165227,0.0,0.0,0.7235533958314656,0.25,0.07,
02-Aug 09:00:00,453.39736343720824,281.20142017007856,265.54219930012425,436.7154763158389,15.65469492215797,16.681887121369357,6.568825579398142,13.397907985139543,0.0,8618.364000096908,51.2886443411696,8.526512829121202E-14,124.91065682690599,-62.82469481098525,-2.842170943040401E-14,0.0,65.53872413079858,0.0,0.0,50.925212271377404,0.0,8388.525457337644,109.68779965565994,0.0,0.0,0.0,0.0,3408.4142691715224,0.0,4610.989087608083,4870.423388510475,4870.423388510475,0.0,4870.423388510429,4870.423388510429,0.0,4.5929482439532876E-11,0.539284883464133,0.25,0.07,
02-Aug 10:00:00,569.1625469615578,307.0877525773437,348.0928654073934,559.3229679064091,17.05393312557336,9.83957905514876,7.372744276987284,11.070925143716336,0.0,11185.38389268439,1.9142436470364461,-2.842170943040401E-14,360.49043883981926,-80.58545324640485,5.684341886080802E-14,0.0,78.25211067688483,0.0,0.0,83.89318682469897,0.0,10741.419365942353,88.09208780451925,0.0,0.0,0.0,0.0,7162.857183038694,0.0,11773.846270646776,3490.4700950991423,3490.4700950991423,0.0,3490.4700950991405,3490.4700950991405,0.0,1.8189894035458565E-12,0.3017667470442348,0.25,0.07,
02-Aug 11:00:00,638.9912216298948,339.5016402357583,364.3374084940213,639.0169368681095,18.233184752358802,-0.025715238214729652,8.296284150607924,9.507797489333116,0.0,12846.681846118521,-20.47141268246642,0.0,568.5359711675713,-91.61573727503121,1.1368683772161603E-13,0.0,83.18565096258712,0.0,0.0,108.54706897146696,0.0,12198.500304974394,121.5867268790301,0.0,0.0,0.0,0.0,6626.153729353222,0.0,18400.0,5450.759848742142,5450.759848742142,0.0,2678.7328636807365,2678.7328636807365,0.0,2772.026985061405,0.4124723037813571,0.25,0.07,
02-Aug 12:00:00,626.2297259271216,376.02283392816577,293.97002014892587,634.8572097557353,19.161557423369253,-8.627483828613663,9.258990413370501,8.942934774992835,0.0,12752.431284853255,-22.501535375196447,0.0,590.7498818291226,-90.83245946960125,-5.684341886080802E-14,0.0,73.18834245249352,0.0,0.0,106.71942278344366,0.0,12095.107632632993,263.0383831863485,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,11832.069249446644,11832.069249446646,0.0,1948.1693554041717,1948.1693554041717,0.0,9883.899894042472,0.9012281739384458,0.25,0.07,
02-Aug 13:00:00,601.3602410027632,368.8752759620533,277.3422285677437,616.2835140906623,19.81473093425705,-14.92327308789902,9.149153402799191,8.682610063325622,0.0,12375.982202915431,-20.140883632513237,2.842170943040401E-14,573.2051442586207,-88.19588182063158,-8.526512829121202E-14,0.0,63.46703287178073,0.0,0.0,100.64325056874355,0.0,11747.003540669433,255.08307279367278,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,11491.920467875761,11491.920467875761,0.0,2110.5168016878524,2110.5168016878524,0.0,9381.403666187909,0.9017002180879374,0.25,0.07,
02-Aug 14:00:00,598.8154786835601,322.10270031939484,352.8250769731123,620.2058128150288,20.17559436205417,-21.390334131468762,8.055868116795397,8.775822435048969,0.0,12477.776848402655,-21.107768532037234,0.0,600.4084132900628,-88.72518015702866,0.0,0.0,68.45218270747696,0.0,0.0,101.96490411286815,0.0,11816.784296981312,256.646215124539,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,11560.138081856772,11560.138081856774,0.0,2678.7328636807365,2678.7328636807365,0.0,8881.405218176036,0.9013164606154898,0.25,0.07,
02-Aug 15:00:00,498.5854579610533,283.9146982384825,309.8322222180664,519.8477668383722,20.234694313118524,-21.2623088773189,7.072700879832515,9.809628855354806,0.0,10401.325239293863,14.578195292488038,-2.842170943040401E-14,393.84962445756554,-74.4574034954146,3.126388037344441E-13,0.0,65.24362015519557,0.0,0.0,71.81318528084992,0.0,9930.298017603178,213.43803594062695,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,9716.859981662552,9716.85998166255,0.0,3490.4700950991405,3490.4700950991405,0.0,6226.389886563411,0.9038573110892963,0.25,0.07,
02-Aug 16:00:00,407.99500467952294,222.4658985238091,325.3518320726281,428.6998361256605,19.990482569873585,-20.704831446137575,5.523374584303165,12.186614836327225,0.0,8499.270029860023,53.477647046450464,-9.947598300641403E-14,239.02588490424677,-61.06037204078278,-3.410605131648481E-13,0.0,65.38355913828775,0.0,0.0,48.33975930026919,0.0,8154.103551511552,173.76777234379296,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,7980.335779167759,7980.335779167759,0.0,4545.728495943067,4545.728495943067,0.0,3434.607283224692,0.9001563734832166,0.25,0.07,
02-Aug 17:00:00,284.3610763088928,153.83601749922997,307.28094492377585,301.0077003050534,19.449356648839682,-16.6466239961606,15.584900195614383,13.719715142350102,0.0,5618.819797119397,107.31020957752798,72.95398510813509,78.8303273544568,-39.64959275073183,0.0,0.0,73.11290831503504,0.0,0.0,20.290220606460487,0.0,5305.971738908515,116.30051760470462,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,5189.671221303811,5189.671221303811,0.0,5276.292004219631,5159.9914866149265,116.30051760470462,29.67973468888431,0.8337048972956933,0.25,0.07,
02-Aug 18:00:00,163.7099155418349,89.610799310427,278.1777617361763,182.37689989096882,18.625492207474558,-18.666984349133912,13.612641709899659,9.37455780285361,0.0,3296.179003821497,133.57702139821373,41.1191093540059,-0.2929677883179007,-22.982180149354292,0.0,0.0,57.48515427702401,0.0,0.0,6.918965638683472,0.0,3080.3539010912423,133.53359623334578,0.0,0.0,0.0,0.0,0.0,3088.8490576886347,15311.150942311364,6035.6693625465305,6035.669362546531,0.0,6169.202958779877,6035.6693625465305,133.533596233346,4.547473508864641E-13,1.6003159176491522,0.25,0.07,
02-Aug 19:00:00,63.02118133594439,38.317888436654876,233.41766416923588,88.37109485833348,17.540471690193513,-25.349913522389087,7.494515095876077,8.571866185514738,0.0,1495.2614767711743,128.2063728735002,11.96143779293022,-16.790948934538,-9.99069258402039,0.0,0.0,39.79227050322967,0.0,0.0,1.5643345803543154,0.0,1340.518702539718,133.50398038937888,0.0,0.0,0.0,0.0,0.0,4503.989363672797,10807.161578638568,5711.004085823136,5711.004085823137,0.0,5844.508066212515,5711.004085823136,133.50398038937888,2.2737367544323206E-13,3.125016742965298,0.25,0.07,
02-Aug 20:00:00,0.2949610472252597,0.2949610472252597,0.0,0.0,16.63764076563139,0.2949610472252597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.44598927154026,0.0,0.0,0.0,0.0,0.0,4870.4233885104295,5936.738190128139,4762.977399238889,4762.977399238889,0.0,4870.423388510429,4762.977399238888,107.44598927154026,9.094947017729282E-13,Infinity,0.25,0.07,
02-Aug 21:00:00,0.0,0.0,0.0,0.0,16.00481831099318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1900978723114,0.0,0.0,0.0,0.0,0.0,3466.101985166061,2470.6362049620784,3379.9118872937497,3379.9118872937497,0.0,3733.9912645246623,3379.9118872937497,354.0793772309129,0.0,Infinity,0.25,0.07,
02-Aug 22:00:00,0.0,0.0,0.0,0.0,15.72026512551867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.40075033251621,0.0,0.0,0.0,0.0,0.0,1623.4744628368096,847.161742125269,1582.0737125042933,1582.0737125042933,0.0,3246.948925673619,1582.0737125042933,1664.875213169326,0.0,Infinity,0.25,0.07,
02-Aug 23:00:00,0.0,0.0,0.0,0.0,15.43571194004416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.93412682453459,0.0,0.0,0.0,0.0,0.0,847.161742125269,0.0,814.2276153007344,814.2276153007344,0.0,1785.8219091204905,814.2276153007344,971.5942938197561,0.0,Infinity,0.25,0.07,
03-Aug 00:00:00,0.0,0.0,0.0,0.0,16.08041186916398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
03-Aug 01:00:00,0.0,0.0,0.0,0.0,16.209351854987947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
03-Aug 02:00:00,0.0,0.0,0.0,0.0,16.338291840811912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
03-Aug 03:00:00,0.0,0.0,0.0,0.0,16.467231826635874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1785.8219091204905,0.0,1785.8219091204905,0.0,0.0,0.25,0.07,
03-Aug 04:00:00,0.0,0.0,0.0,0.0,16.59617181245984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2110.5168016878524,0.0,2110.5168016878524,0.0,0.0,0.25,0.07,
03-Aug 05:00:00,17.76472154216326,17.76472154216326,0.0,16.999733020806985,16.725111798283805,0.7649885213562762,0.3941478562412219,0.6652394116883521,0.0,329.6463501695049,97.09248005614447,0.0,-6.160555449530401,-1.651459184187143,0.0,0.0,18.519867671271676,0.0,0.0,0.035525622657905834,0.0,221.81049145314836,30.352346401278496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.4581450518699,191.4581450518699,0.0,2678.7328636807365,191.4581450518699,2487.2747186288666,0.0,0.5446052947703017,0.25,0.07,
03-Aug 06:00:00,116.75790554726784,64.97663912003519,258.39122589007536,96.57691855998443,18.372330680685305,20.180986987283404,2.2503409333797255,9.395589637821715,0.0,1756.3728316080324,131.80212450318845,0.4834132340746109,-13.114910648683615,-12.005995898474215,0.0,0.0,36.40275138955755,0.0,0.0,2.179621062167841,0.0,1610.6258279662015,69.64849283938372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.9773351268177,1540.9773351268177,0.0,3490.4700950991405,1540.9773351268177,1949.4927599723228,0.0,0.7715658903689716,0.25,0.07,
03-Aug 07:00:00,211.03806287306477,153.21142490932303,160.10849045002342,190.28010879590823,19.97638960170471,20.75795407715654,3.350287648740928,14.05861182297167,0.0,3574.9766088243664,134.63850024816523,0.0,13.429630665191453,-25.404106046183934,-2.842170943040401E-14,0.0,39.69433841981769,0.0,0.0,8.364379371802837,0.0,3404.2538661655726,85.6512852262926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3318.60258093928,3318.60258093928,0.0,4383.381049659385,3318.60258093928,1064.7784687201054,0.0,0.8433579997653634,0.25,0.07,
03-Aug 08:00:00,339.1779796174301,241.54546373355154,190.27231089419726,317.85428861052,21.495259465011575,21.32369100691011,5.443645956792775,15.481689711732185,0.0,6140.490746840458,101.61963709759505,1.4210854715202004E-14,135.87928320833893,-43.867643561578866,1.4210854715202004E-14,0.0,53.97268499067388,0.0,0.0,24.8256101858183,0.0,5868.061174919609,111.36788012700453,0.0,0.0,0.0,0.0,805.0961831403938,0.0,805.0961831403938,4951.59711165227,4951.59711165227,0.0,4951.59711165227,4951.59711165227,0.0,0.0,0.7532989095240091,0.25,0.07,
03-Aug 09:00:00,417.2243402294836,288.33938743228646,199.54668716214485,401.13166745830404,22.889143273773772,16.092672771179537,6.659587813859258,12.831542271586999,0.0,7892.326312870699,66.93481610327329,-2.842170943040401E-14,279.5097478103103,-56.14631776345621,2.842170943040401E-14,0.0,59.706047162953325,0.0,0.0,40.673711445926074,0.0,7501.648308111693,109.68763658192933,0.0,0.0,0.0,0.0,2521.537283019312,0.0,3326.6334661597057,4870.4233885104695,4870.4233885104695,0.0,4870.423388510429,4870.423388510429,0.0,4.092726157978177E-11,0.5871240638872046,0.25,0.07,
03-Aug 10:00:00,561.8280805294506,316.8242372810576,326.4846295892197,552.4348223376833,24.12151888026702,9.393258191767359,7.592921053169615,11.204481690720625,0.0,11035.62183719964,4.163904935212617,0.0,622.1869342731181,-77.47386510873633,0.0,0.0,79.42231682646292,0.0,0.0,77.54543261071566,0.0,10329.777113662869,88.0931930330244,0.0,0.0,0.0,0.0,6751.2138255307,0.0,10077.847291690407,3490.4700950991437,3490.4700950991437,0.0,3490.4700950991405,3490.4700950991405,0.0,3.410605131648481E-12,0.30552938690217446,0.25,0.07,
03-Aug 11:00:00,606.8486860076015,354.4421270694227,307.9558406888345,607.1235876212281,25.160095928818038,-0.2749016136266391,8.627825619360888,9.633625020854577,0.0,12177.668992767345,-14.845937248802928,3.694822225952521E-13,793.8306696844859,-84.88107547896388,2.842170943040401E-14,0.0,81.20752980314512,0.0,0.0,93.15573324958922,0.0,11309.202072757887,81.02972300870994,0.0,0.0,0.0,0.0,8277.72177805933,0.0,18355.569069749734,2950.4505716898484,2950.4505716898484,0.0,2678.7328636807365,2678.7328636807365,0.0,271.71770800911213,0.23499647646272032,0.25,0.07,
03-Aug 12:00:00,651.3988436014516,361.82297868852316,341.1825543041303,660.8764605572461,25.97766191853416,-9.477616955794474,8.942594262419123,8.826947461201845,0.0,13299.45108147937,-27.52036481987713,0.0,976.6603285239097,-91.99897199459264,0.0,0.0,83.78151849631229,0.0,0.0,109.52861970177821,0.0,12248.999951571837,265.5151310466744,0.0,0.0,0.0,0.0,44.43093025026479,0.0,18400.0,11939.053890274898,11939.053890274896,0.0,1948.1693554041717,1948.1693554041717,0.0,9990.884534870725,0.8735740861762542,0.25,0.07,
03-Aug 13:00:00,612.863370070716,355.91649667502867,307.4216847219026,628.7101080475225,26.552795217523922,-15.84673797680648,8.851193579427514,8.532460595798284,0.0,12642.23106607909,-23.812027256532758,-2.842170943040401E-14,905.0748581376401,-87.67715030470075,0.0,0.0,70.68152790455122,0.0,0.0,99.49813519224486,0.0,11678.465722405894,253.51366884679604,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,11424.952053559096,11424.952053559096,0.0,2110.5168016878524,2110.5168016878524,0.0,9314.435251871244,0.8787271737027034,0.25,0.07,
03-Aug 14:00:00,565.4782351799647,336.4224323385445,293.01789727698997,585.0741864379083,26.870426346412632,-19.595951257943625,8.382249268993338,8.92506389937103,0.0,11741.418939214167,-10.274335332304739,2.842170943040401E-14,797.7559243430976,-81.64000991011454,0.0,0.0,68.60269552143976,0.0,0.0,86.29735060245055,0.0,10880.6773139896,235.15280039675145,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,10645.524513592849,10645.524513592849,0.0,2678.7328636807365,2678.7328636807365,0.0,7966.791649912113,0.8798451415513728,0.25,0.07,
03-Aug 15:00:00,462.7790026806428,310.2267254487369,221.04887795145734,475.9619460463713,26.922232824561533,-13.182943365728477,7.543224483276246,10.454247556599592,0.0,9470.705322454323,33.6288900576011,4.263256414560601E-13,534.5225938663315,-66.30224009847412,0.0,0.0,62.25515873384438,0.0,0.0,56.87594749600378,0.0,8849.724972399017,189.0097472141334,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,8660.715225184884,8660.715225184882,0.0,3490.4700950991405,3490.4700950991405,0.0,5170.245130085743,0.8798966018292717,0.25,0.07,
03-Aug 16:00:00,345.23648087094085,263.99566460077426,143.20528438561857,354.75990837537125,26.70685723334209,-9.523427504430401,6.368081800974976,11.06450415280296,0.0,6975.9290276785505,87.52587548841359,2.842170943040401E-14,299.84957116193806,-49.01265237847855,0.0,0.0,53.53326389772303,0.0,0.0,31.059738781483507,0.0,6552.973230727471,141.10404541232373,0.0,0.0,0.0,0.0,0.0,0.0,18400.0,6411.869185315147,6411.869185315147,0.0,4545.728495943067,4545.728495943067,0.0,1866.1406893720796,0.8739774605570463,0.25,0.07,
03-Aug 17:00:00,265.57861839911374,185.54017857598308,189.842168883018,275.2096373307249,26.229942782833415,-9.631018931611152,11.702790503022982,12.203568636988942,0.0,5196.951792983942,119.51724604906627,61.251490772143185,175.04796562904397,-35.84862894314122,0.0,0.0,61.317898114859375,0.0,0.0,16.58532255859877,0.0,4799.080498803373,115.70050631400986,0.0,0.0,0.0,0.0,0.0,477.2115054162587,17922.788494583743,5160.591497905622,5160.5914979056215,0.0,5276.292004219631,5160.5914979056215,115.70050631400986,9.094947017729282E-13,0.906746645980217,0.25,0.07,
03-Aug 18:00:00,165.32725964472286,78.81124800597924,329.0030676654528,190.20370749273602,25.50398545003433,-24.876447848013157,15.377763573996733,10.254586700994265,0.0,3403.3356672629666,130.9358341072653,46.99693617727347,87.92496562383769,-23.04053126967475,0.0,0.0,65.4070953979575,0.0,0.0,6.992423604295963,0.0,3088.118943622012,133.5193617304758,0.0,0.0,0.0,0.0,0.0,3081.084015157865,14841.704479425876,6035.683597049401,6035.683597049401,0.0,6169.202958779877,6035.683597049401,133.51936173047625,4.547473508864641E-13,1.5344671672153674,0.25,0.07,
03-Aug 19:00:00,50.575700619082056,32.52287034954064,176.65727882342597,71.62227917231657,24.548006562822636,-21.04657855323451,5.621154101019647,7.057582901071403,0.0,1218.952452080264,125.46883704181045,8.336654972618048,11.587699793482384,-7.784371868060521,0.0,0.0,35.6430111976166,0.0,0.0,0.9498531527837459,0.0,1044.750767790013,133.4978642361557,0.0,0.0,0.0,0.0,0.0,4799.757298422501,10041.947181003376,5711.010201976359,5711.010201976359,0.0,5844.508066212515,5711.010201976359,133.49786423615615,0.0,3.8558036685006774,0.25,0.07,
03-Aug 20:00:00,0.17444529989947216,0.17444529989947216,0.0,0.0,23.38705440852368,0.17444529989947216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.44598927154026,0.0,0.0,0.0,0.0,0.0,4870.4233885104295,5171.523792492946,4762.977399238889,4762.977399238889,0.0,4870.423388510429,4762.977399238888,107.44598927154026,9.094947017729282E-13,Infinity,0.25,0.07,
03-Aug 21:00:00,0.0,0.0,0.0,0.0,22.168193671323277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.35222820200195,0.0,0.0,0.0,0.0,0.0,2976.9957004629655,2194.5280920299806,2895.643472260964,2895.643472260964,0.0,3733.9912645246623,2895.643472260964,838.3477922636987,0.0,Infinity,0.25,0.07,
03-Aug 22:00:00,0.0,0.0,0.0,0.0,20.94933293412287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.40075033251621,0.0,0.0,0.0,0.0,0.0,1623.4744628368096,571.0536291931712,1582.0737125042933,1582.0737125042933,0.0,3246.948925673619,1582.0737125042933,1664.875213169326,0.0,Infinity,0.25,0.07,
03-Aug 23:00:00,0.0,0.0,0.0,0.0,19.73047219692247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4698460263447,0.0,0.0,0.0,0.0,0.0,571.0536291931712,0.0,537.5837831668265,537.5837831668265,0.0,1785.8219091204905,537.5837831668265,1248.2381259536642,0.0,Infinity,0.25,0.07,
